timestamp,open,high,low,close,volume,symbol
1719243300,120.4800033569336,120.8000030517578,120.08000183105467,120.66500091552734,3947540,NVDA
1719243600,120.67520141601562,120.69000244140624,119.9000015258789,120.4499969482422,4315973,NVDA
1719243900,120.45999908447266,120.5500030517578,120.12999725341795,120.36499786376952,4204025,NVDA
1719244200,120.37999725341795,120.54000091552734,120.04000091552734,120.31500244140624,2774631,NVDA
1719244500,120.31500244140624,120.9499969482422,120.1500015258789,120.94000244140624,2955049,NVDA
1719244800,120.94000244140624,121.13999938964844,120.3499984741211,121.01010131835938,4686179,NVDA
1719245100,121.0199966430664,121.1500015258789,120.62999725341795,120.66000366210938,3162145,NVDA
1719245400,120.6500015258789,120.72989654541016,119.7699966430664,120.05999755859376,4999944,NVDA
1719245700,120.05999755859376,121.08999633789062,120.02999877929688,120.98999786376952,4244802,NVDA
1719246000,120.97000122070312,120.99009704589844,120.4499969482422,120.50499725341795,2359304,NVDA
1719246300,120.5063018798828,120.9499969482422,120.30999755859376,120.76000213623048,2484752,NVDA
1719246600,120.75,121.1999969482422,120.6999969482422,120.98999786376952,3377295,NVDA
1719246900,120.9884033203125,121.31999969482422,120.8000030517578,120.98999786376952,3120742,NVDA
1719247200,120.99259948730467,121.0500030517578,120.4000015258789,120.6050033569336,3234611,NVDA
1719247500,120.5999984741211,120.80999755859376,120.23999786376952,120.62999725341795,2715501,NVDA
1719247800,120.625,120.81999969482422,120.4499969482422,120.5811996459961,2473846,NVDA
1719248100,120.59629821777344,120.66999816894533,119.87000274658205,119.875,3867479,NVDA
1719248400,119.875,120.33999633789062,119.8499984741211,120.0998992919922,2790821,NVDA
1719248700,120.08000183105467,120.12000274658205,119.11000061035156,119.23999786376952,5909401,NVDA
1719249000,119.23999786376952,119.5199966430664,119.0,119.2300033569336,3676912,NVDA
1719249300,119.22000122070312,119.86000061035156,119.11000061035156,119.61000061035156,3331647,NVDA
1719249600,119.62989807128906,119.81999969482422,119.37000274658205,119.43009948730467,3568850,NVDA
1719249900,119.43000030517578,119.63980102539062,119.1999969482422,119.31500244140624,2777719,NVDA
1719250200,119.31500244140624,119.5,119.0999984741211,119.12999725341795,2884154,NVDA
1719250500,119.1500015258789,119.83000183105467,119.11000061035156,119.77989959716795,3168166,NVDA
1719250800,119.77999877929688,119.88999938964844,119.62000274658205,119.65989685058594,2191128,NVDA
1719251100,119.6500015258789,119.92919921875,119.62999725341795,119.87989807128906,1977714,NVDA
1719251400,119.87200164794922,119.88999938964844,119.45999908447266,119.54010009765624,2170593,NVDA
1719251700,119.55999755859376,119.91999816894533,119.51000213623048,119.60050201416016,1935569,NVDA
1719252000,119.62000274658205,119.6999969482422,119.22000122070312,119.33000183105467,2783401,NVDA
1719252300,119.32599639892578,119.37000274658205,118.77999877929688,119.29000091552734,5208257,NVDA
1719252600,119.31999969482422,119.33000183105467,118.81999969482422,118.83499908447266,3827713,NVDA
1719252900,118.83999633789062,119.1500015258789,118.75,119.02400207519533,3927001,NVDA
1719253200,119.0199966430664,119.0500030517578,118.61000061035156,118.625,2972211,NVDA
1719253500,118.62999725341795,118.91000366210938,118.51000213623048,118.66999816894533,3711982,NVDA
1719253800,118.66999816894533,118.6999969482422,118.38999938964844,118.4531021118164,4239842,NVDA
1719254100,118.4499969482422,119.33999633789062,118.35009765625,119.29190063476562,4924533,NVDA
1719254400,119.27999877929688,119.41999816894533,119.02999877929688,119.27999877929688,2986083,NVDA
1719254700,119.27439880371094,119.7699966430664,119.08999633789062,119.66000366210938,3642672,NVDA
1719255000,119.66000366210938,119.79000091552734,119.37000274658205,119.41500091552734,2811738,NVDA
1719255300,119.41999816894533,119.75,119.22000122070312,119.6863021850586,2956349,NVDA
1719255600,119.68499755859376,120.48500061035156,119.5999984741211,120.13200378417967,5029201,NVDA
1719255900,120.12000274658205,120.52999877929688,120.04000091552734,120.14459991455078,3427923,NVDA
1719256200,120.12999725341795,120.55989837646484,120.11000061035156,120.36000061035156,2642977,NVDA
1719256500,120.3458023071289,120.45999908447266,120.13999938964844,120.3000030517578,2398111,NVDA
1719256800,120.3000030517578,120.68000030517578,120.20999908447266,120.37999725341795,3301806,NVDA
1719257100,120.37989807128906,120.56999969482422,120.0999984741211,120.37999725341795,3211494,NVDA
1719257400,120.37000274658205,120.5999984741211,120.20999908447266,120.38999938964844,2491574,NVDA
1719257700,120.4000015258789,120.9000015258789,119.66000366210938,119.81999969482422,5743773,NVDA
1719258000,119.81999969482422,120.0999984741211,119.52999877929688,119.7699966430664,4731514,NVDA
1719258300,119.7699966430664,119.94000244140624,118.88999938964844,118.9800033569336,5843645,NVDA
1719258600,119.01000213623048,119.02999877929688,118.29000091552734,118.68810272216795,8625315,NVDA
1719258900,118.6999969482422,118.72000122070312,118.04000091552734,118.06999969482422,13471811,NVDA
1719259200,118.07,118.21,117.83,117.94,0,NVDA
1719259500,117.95,118.11,117.86,118.03,0,NVDA
1719259800,118.0296,122.7115,117.53,117.7,0,NVDA
1719260100,117.7,118.11,117.5,117.54,0,NVDA
1719260400,117.52,118.11,117.3,117.38,0,NVDA
1719260700,117.3991,118.11,117.35,117.44,0,NVDA
1719261000,117.44,117.44,117.12,117.19,0,NVDA
1719261300,117.15,117.47,117.11,117.42,0,NVDA
1719261600,117.43,117.5,117.19,117.22,0,NVDA
1719261900,117.22,117.34,117.19,117.25,0,NVDA
1719262200,117.25,118.1,117.01,117.09,0,NVDA
1719262500,117.06,118.11,116.68,116.72,0,NVDA
1719262800,116.72,117.0,116.68,116.94,0,NVDA
1719263100,116.95,116.97,116.69,116.73,0,NVDA
1719263400,116.73,116.9,116.68,116.875,0,NVDA
1719263700,116.86,117.0,116.83,116.855,0,NVDA
1719264000,116.855,116.9,116.71,116.79,0,NVDA
1719264300,116.79,116.8,116.71,116.72,0,NVDA
1719264600,116.73,118.11,116.68,116.84,0,NVDA
1719264900,116.83,116.9,116.76,116.89,0,NVDA
1719265200,116.89,117.08,116.8,117.07,0,NVDA
1719265500,117.07,117.22,117.01,117.09,0,NVDA
1719265800,117.09,117.12,117.01,117.02,0,NVDA
1719266100,117.04,117.07,116.94,116.97,0,NVDA
1719266400,116.97,117.18,116.96,117.17,0,NVDA
1719266700,117.17,154.6312,117.03,117.07,0,NVDA
1719267000,117.09,117.14,117.0,117.09,0,NVDA
1719267300,117.1,117.23,117.06,117.21,0,NVDA
1719267600,117.2197,117.24,117.1,117.2,0,NVDA
1719267900,117.2,117.2,117.05,117.06,0,NVDA
1719268200,117.06,117.06,117.0,117.01,0,NVDA
1719268500,117.02,118.11,116.9,116.93,0,NVDA
1719268800,116.93,116.93,116.85,116.865,0,NVDA
1719269100,116.86,116.88,116.75,116.78,0,NVDA
1719269400,116.7607,116.82,116.75,116.82,0,NVDA
1719269700,116.82,116.89,116.77,116.88,0,NVDA
1719270000,116.88,116.93,116.85,116.92,0,NVDA
1719270300,116.92,116.96,116.89,116.91,0,NVDA
1719270600,116.9,116.92,116.8,116.83,0,NVDA
1719270900,116.84,116.9,116.79,116.855,0,NVDA
1719271200,116.85,116.87,116.79,116.795,0,NVDA
1719271500,116.79,116.83,116.75,116.77,0,NVDA
1719271800,116.76,116.8,116.65,116.66,0,NVDA
1719272100,116.66,116.66,116.56,116.57,0,NVDA
1719272400,116.56,116.66,116.51,116.6403,0,NVDA
1719272700,116.65,116.69,116.5,116.52,0,NVDA
1719273000,116.51,116.65,116.45,116.63,0,NVDA
1719273300,116.62,116.65,116.5,116.57,0,NVDA
1719302400,115.35,115.94,115.32,115.93,0,NVDA
1719302700,115.91,116.81,115.81,116.67,0,NVDA
1719303000,116.69,117.27,116.54,117.2,0,NVDA
1719303300,117.21,117.27,117.0,117.04,0,NVDA
1719303600,117.05,117.97,117.03,117.91,0,NVDA
1719303900,117.91,118.26,117.77,118.25,0,NVDA
1719304200,118.25,119.19,118.15,119.16,0,NVDA
1719304500,119.13,119.26,118.51,118.53,0,NVDA
1719304800,118.52,119.28,118.5,119.28,0,NVDA
1719305100,119.26,119.37,119.01,119.35,0,NVDA
1719305400,119.37,120.12,119.36,120.0,0,NVDA
1719305700,119.98,120.1,119.46,120.07,0,NVDA
1719306000,120.09,120.95,120.08,120.92,0,NVDA
1719306300,120.94,121.59,120.73,121.47,0,NVDA
1719306600,121.47,121.59,120.48,121.02,0,NVDA
1719306900,121.06,121.2,120.22,120.25,0,NVDA
1719307200,120.22,120.69,120.0,120.69,0,NVDA
1719307500,120.64,120.9,120.55,120.78,0,NVDA
1719307800,120.78,120.87,120.13,120.82,0,NVDA
1719308100,120.82,120.87,120.45,120.67,0,NVDA
1719308400,120.7,121.33,120.61,121.18,0,NVDA
1719308700,121.19,121.24,120.8,121.22,0,NVDA
1719309000,121.24,121.7,121.19,121.4,0,NVDA
1719309300,121.45,122.18,121.36,122.15,0,NVDA
1719309600,122.2,122.2,121.75,121.88,0,NVDA
1719309900,121.9,122.21,121.65,121.72,0,NVDA
1719310200,121.73,121.85,121.47,121.85,0,NVDA
1719310500,121.85,122.19,121.85,121.95,0,NVDA
1719310800,121.96,121.98,121.54,121.6,0,NVDA
1719311100,121.6,121.85,121.54,121.64,0,NVDA
1719311400,121.62,121.89,121.55,121.67,0,NVDA
1719311700,121.69,121.92,121.6,121.6,0,NVDA
1719312000,121.6,121.63,120.95,121.2,0,NVDA
1719312300,121.2,121.24,120.71,120.71,0,NVDA
1719312600,120.75,121.17,120.69,120.95,0,NVDA
1719312900,120.95,121.12,120.63,120.75,0,NVDA
1719313200,120.72,121.02,120.16,120.24,0,NVDA
1719313500,120.22,120.63,120.22,120.39,0,NVDA
1719313800,120.41,121.0,120.35,121.0,0,NVDA
1719314100,120.99,121.3,120.95,121.03,0,NVDA
1719314400,121.03,121.15,120.8,120.93,0,NVDA
1719314700,120.959,121.44,120.9,121.4,0,NVDA
1719315000,121.42,121.44,120.81,120.89,0,NVDA
1719315300,120.86,121.07,120.7,120.8,0,NVDA
1719315600,120.8,121.0,120.6,120.68,0,NVDA
1719315900,120.69,120.83,120.62,120.75,0,NVDA
1719316200,120.74,120.99,120.74,120.94,0,NVDA
1719316500,120.92,120.95,120.7,120.8,0,NVDA
1719316800,115.2987,122.21,115.0,120.56,0,NVDA
1719317100,120.5603,120.92,120.55,120.82,0,NVDA
1719317400,120.87,120.89,120.59,120.83,0,NVDA
1719317700,120.84,120.93,120.44,120.85,0,NVDA
1719318000,120.85,121.41,120.84,121.255,0,NVDA
1719318300,121.27,121.27,120.98,121.055,0,NVDA
1719318600,121.03,121.1,120.75,121.044,0,NVDA
1719318900,121.025,121.31,121.01,121.19,0,NVDA
1719319200,121.19,121.23,121.01,121.05,0,NVDA
1719319500,121.05,121.65,121.01,121.64,0,NVDA
1719319800,121.64,121.89,121.55,121.82,0,NVDA
1719320100,121.8,124.395,117.24,121.74,0,NVDA
1719320400,121.74,121.8,121.5,121.53,0,NVDA
1719320700,121.51,121.67,121.31,121.65,0,NVDA
1719321000,121.66,121.8,121.62,121.745,0,NVDA
1719321300,121.75,121.75,121.62,121.67,0,NVDA
1719321600,121.68,121.85,118.11,121.73,0,NVDA
1719321900,121.75,121.75,121.01,121.055,0,NVDA
1719322200,121.1999969482422,121.58999633789062,120.4499969482422,120.52230072021484,45384406,NVDA
1719322500,120.53500366210938,120.9000015258789,119.31999969482422,120.0,12538590,NVDA
1719322800,120.0,121.72000122070312,119.87000274658205,121.06999969482422,11442856,NVDA
1719323100,121.04499816894533,122.11000061035156,120.88999938964844,122.05999755859376,9323325,NVDA
1719323400,122.06990051269533,122.44000244140624,121.52999877929688,121.71499633789062,7964522,NVDA
1719323700,121.72560119628906,122.16999816894533,121.33999633789062,121.81210327148438,6572446,NVDA
1719324000,121.83999633789062,122.43000030517578,121.5199966430664,122.07990264892578,6587224,NVDA
1719324300,122.09400177001952,122.62000274658205,121.86000061035156,122.57990264892578,5730430,NVDA
1719324600,122.56500244140624,122.5999984741211,122.0500030517578,122.18000030517578,4626926,NVDA
1719324900,122.16999816894533,122.23999786376952,121.0199966430664,121.44499969482422,6952890,NVDA
1719325200,121.44000244140624,121.51000213623048,120.83000183105467,121.16500091552734,6205549,NVDA
1719325500,121.1697006225586,122.08000183105467,121.16500091552734,121.9999008178711,4595649,NVDA
1719325800,121.98400115966795,122.33999633789062,121.63999938964844,121.94020080566406,4713532,NVDA
1719326100,121.94499969482422,121.9499969482422,121.45999908447266,121.7300033569336,3736986,NVDA
1719326400,121.7499008178711,121.86000061035156,121.41999816894533,121.7300033569336,2886807,NVDA
1719326700,121.7300033569336,122.08999633789062,121.55999755859376,121.90059661865234,3280507,NVDA
1719327000,121.91999816894533,122.04000091552734,121.45999908447266,121.86000061035156,3202536,NVDA
1719327300,121.88990020751952,122.28500366210938,121.66000366210938,121.9499969482422,5354155,NVDA
1719327600,121.94499969482422,122.9000015258789,121.94000244140624,122.73680114746094,5943403,NVDA
1719327900,122.73999786376952,123.61000061035156,122.62999725341795,123.37000274658205,7948034,NVDA
1719328200,123.35179901123048,124.08499908447266,123.25,124.06999969482422,6685650,NVDA
1719328500,124.08049774169922,124.3499984741211,123.70999908447266,124.00579833984376,6949787,NVDA
1719328800,124.00990295410156,124.16000366210938,123.45999908447266,123.93000030517578,5545337,NVDA
1719329100,123.94059753417967,124.11000061035156,123.61000061035156,124.11000061035156,3622167,NVDA
1719329400,124.09500122070312,124.5500030517578,123.9499969482422,124.51110076904295,6121078,NVDA
1719329700,124.50160217285156,124.69000244140624,124.22000122070312,124.58999633789062,4130554,NVDA
1719330000,124.58499908447266,124.5999984741211,124.04000091552734,124.0999984741211,3546619,NVDA
1719330300,124.11000061035156,124.47989654541016,123.91000366210938,124.17990112304688,4579371,NVDA
1719330600,124.16100311279295,124.8499984741211,124.16000366210938,124.77899932861328,4105648,NVDA
1719330900,124.77999877929688,125.37999725341795,124.75,125.36000061035156,6288804,NVDA
1719331200,125.3550033569336,125.58999633789062,125.08000183105467,125.28040313720705,4658628,NVDA
1719331500,125.28500366210938,125.3499984741211,124.9000015258789,124.98049926757812,3920829,NVDA
1719331800,124.98999786376952,125.0500030517578,124.41999816894533,124.55500030517578,3961848,NVDA
1719332100,124.55999755859376,125.0999984741211,124.54010009765624,125.06999969482422,3744016,NVDA
1719332400,125.06900024414062,125.1500015258789,124.23999786376952,124.31900024414062,3845635,NVDA
1719332700,124.29010009765624,124.83000183105467,124.26000213623048,124.56999969482422,2839604,NVDA
1719333000,124.56999969482422,124.83999633789062,124.26010131835938,124.58570098876952,2795033,NVDA
1719333300,124.59980010986328,125.30999755859376,124.51010131835938,125.12190246582033,3532621,NVDA
1719333600,125.12000274658205,125.125,124.6500015258789,124.79029846191406,3175669,NVDA
1719333900,124.77999877929688,124.83999633789062,123.76000213623048,124.1698989868164,4933689,NVDA
1719334200,124.16500091552734,124.52999877929688,123.70999908447266,123.76499938964844,3545707,NVDA
1719334500,123.7699966430664,123.97000122070312,123.51000213623048,123.8550033569336,3873781,NVDA
1719334800,123.86000061035156,123.86000061035156,123.11000061035156,123.23500061035156,4262903,NVDA
1719335100,123.22000122070312,123.9000015258789,123.04010009765624,123.87999725341795,3663938,NVDA
1719335400,123.87000274658205,124.2699966430664,123.76000213623048,124.14309692382812,3364741,NVDA
1719335700,124.18499755859376,124.41000366210938,123.94000244140624,124.31189727783205,2533943,NVDA
1719336000,124.31999969482422,124.5500030517578,124.22000122070312,124.23169708251952,2615900,NVDA
1719336300,124.2300033569336,124.44000244140624,124.08000183105467,124.37000274658205,1825975,NVDA
1719336600,124.36000061035156,124.4499969482422,124.0999984741211,124.12069702148438,2037795,NVDA
1719336900,124.12000274658205,124.79000091552734,123.9499969482422,124.63040161132812,2837485,NVDA
1719337200,124.62000274658205,125.16999816894533,124.58000183105467,125.06999969482422,4215093,NVDA
1719337500,125.04499816894533,125.16999816894533,124.84960174560548,125.0251007080078,2411630,NVDA
1719337800,125.02010345458984,125.1500015258789,124.72000122070312,124.8949966430664,2377856,NVDA
1719338100,124.89720153808594,125.01000213623048,124.83000183105467,124.96499633789062,1614665,NVDA
1719338400,124.9499969482422,124.95999908447266,124.61000061035156,124.68499755859376,2300408,NVDA
1719338700,124.68000030517578,124.97000122070312,124.51000213623048,124.90989685058594,2393322,NVDA
1719339000,124.8949966430664,125.0500030517578,124.5999984741211,124.6999969482422,2051127,NVDA
1719339300,124.69770050048828,124.76000213623048,124.37000274658205,124.6698989868164,2068528,NVDA
1719339600,124.66000366210938,124.76000213623048,124.33000183105467,124.72010040283205,1955224,NVDA
1719339900,124.72000122070312,125.13999938964844,124.5999984741211,125.12920379638672,2579107,NVDA
1719340200,125.12000274658205,125.16000366210938,124.77999877929688,124.80999755859376,2504580,NVDA
1719340500,124.80960083007812,125.02999877929688,124.67990112304688,125.00080108642578,2230864,NVDA
1719340800,125.00499725341795,125.08999633789062,124.9000015258789,125.06500244140624,2086423,NVDA
1719341100,125.06500244140624,125.16999816894533,124.62000274658205,124.8499984741211,2585701,NVDA
1719341400,124.8499984741211,125.1500015258789,124.8499984741211,125.00029754638672,2101032,NVDA
1719341700,125.01000213623048,125.30999755859376,124.93000030517578,125.1050033569336,2931383,NVDA
1719342000,125.0999984741211,125.11000061035156,124.77999877929688,125.0,2244141,NVDA
1719342300,125.00599670410156,125.48999786376952,124.99500274658205,125.12000274658205,3314571,NVDA
1719342600,125.12000274658205,125.25990295410156,124.87999725341795,125.13999938964844,2467847,NVDA
1719342900,125.13500213623048,125.48999786376952,125.12999725341795,125.33499908447266,2510592,NVDA
1719343200,125.33999633789062,125.68000030517578,125.2699966430664,125.67030334472656,3145970,NVDA
1719343500,125.68000030517578,126.36000061035156,125.61000061035156,126.31999969482422,6054294,NVDA
1719343800,126.31999969482422,126.33000183105467,125.97000122070312,126.19499969482422,4504165,NVDA
1719344100,126.19499969482422,126.41799926757812,126.11000061035156,126.3000030517578,4268973,NVDA
1719344400,126.30850219726562,126.5,125.86000061035156,125.8949966430664,5220792,NVDA
1719344700,125.88999938964844,126.16000366210938,125.72000122070312,125.9000015258789,4207664,NVDA
1719345000,125.88999938964844,126.0998992919922,125.62000274658205,125.9499969482422,5288518,NVDA
1719345300,125.9499969482422,126.25,125.56999969482422,126.25,9109071,NVDA
1719345600,126.24,126.4,124.7115,126.25,0,NVDA
1719345900,126.23,126.3,123.4063,126.205,0,NVDA
1719346200,126.205,126.23,126.09,126.18,0,NVDA
1719346500,126.09,126.3,123.6869,126.2901,0,NVDA
1719346800,126.29,126.7,126.09,126.68,0,NVDA
1719347100,126.68,126.98,126.6,126.91,0,NVDA
1719347400,126.91,127.17,126.09,127.06,0,NVDA
1719347700,127.05,127.09,126.09,126.885,0,NVDA
1719348000,126.89,126.94,126.82,126.84,0,NVDA
1719348300,126.8317,127.0,120.485,126.9298,0,NVDA
1719348600,126.93,127.1,126.09,127.05,0,NVDA
1719348900,127.05,127.1,127.01,127.08,0,NVDA
1719349200,127.0797,127.31,127.05,127.3,0,NVDA
1719349500,127.3,127.47,127.3,127.455,0,NVDA
1719349800,127.45,127.47,127.26,127.305,0,NVDA
1719350100,127.3,127.42,127.24,127.4197,0,NVDA
1719350400,127.41,127.45,127.31,127.35,0,NVDA
1719350700,127.35,127.4,127.25,127.27,0,NVDA
1719351000,127.27,127.41,126.09,127.39,0,NVDA
1719351300,127.39,127.5,127.31,127.4499,0,NVDA
1719351600,127.46,127.5,127.39,127.475,0,NVDA
1719351900,127.451,127.56,127.44,127.4694,0,NVDA
1719352200,127.4509,127.51,127.43,127.48,0,NVDA
1719352500,127.4581,127.61,127.45,127.605,0,NVDA
1719352800,127.605,127.61,127.43,127.6,0,NVDA
1719353100,127.6,127.74,123.8308,127.73,0,NVDA
1719353400,127.73,127.84,127.55,127.55,0,NVDA
1719353700,127.55,127.69,127.55,127.67,0,NVDA
1719354000,127.67,127.69,127.64,127.67,0,NVDA
1719354300,127.68,127.69,127.64,127.655,0,NVDA
1719354600,127.66,127.67,127.5,127.55,0,NVDA
1719354900,127.53,127.57,126.09,127.35,0,NVDA
1719355200,127.38,127.55,127.37,127.425,0,NVDA
1719355500,127.425,127.49,127.32,127.45,0,NVDA
1719355800,127.46,127.5,127.41,127.49,0,NVDA
1719356100,127.48,127.64,127.47,127.635,0,NVDA
1719356400,127.63,127.66,127.585,127.6,0,NVDA
1719356700,127.59,127.66,127.57,127.61,0,NVDA
1719357000,127.61,127.66,127.59,127.64,0,NVDA
1719357300,127.66,127.66,127.57,127.58,0,NVDA
1719357600,127.57,127.61,127.48,127.55,0,NVDA
1719357900,127.578,127.58,127.3,127.31,0,NVDA
1719358200,127.3,127.45,127.2,127.21,0,NVDA
1719358500,127.2197,127.3,127.12,127.135,0,NVDA
1719358800,127.12,127.15,127.0,127.1,0,NVDA
1719359100,127.1,127.13,126.8,126.9,0,NVDA
1719359400,126.9,127.2,126.9,127.17,0,NVDA
1719359700,127.17,127.28,127.11,127.24,0,NVDA
1719388800,129.29,129.73,128.9,129.47,0,NVDA
1719389100,129.48,129.55,128.72,128.72,0,NVDA
1719389400,128.73,128.96,128.5,128.87,0,NVDA
1719389700,128.87,128.91,128.31,128.38,0,NVDA
1719390000,128.41,128.78,128.37,128.65,0,NVDA
1719390300,128.64,128.98,128.64,128.96,0,NVDA
1719390600,128.97,129.0,128.75,128.97,0,NVDA
1719390900,128.97,128.97,128.85,128.97,0,NVDA
1719391200,128.95,128.95,128.77,128.95,0,NVDA
1719391500,128.95,129.5,128.94,129.19,0,NVDA
1719391800,129.2,129.38,128.92,129.3,0,NVDA
1719392100,129.28,129.37,129.15,129.28,0,NVDA
1719392400,129.28,129.35,128.85,129.02,0,NVDA
1719392700,128.98,129.19,128.82,128.9,0,NVDA
1719393000,128.88,128.96,128.5,128.69,0,NVDA
1719393300,128.65,128.94,128.64,128.83,0,NVDA
